column_chain_id,source_node_id,fixed_line_x_mm,fixed_line_y_mm,fixed_line_ref,fixed_line_status,section_base,section_top,rotation_deg,axis_offset_x_mm,axis_offset_y_mm,continuity_status,source_ref,note
X04-Y11,N011,23789.6,20627.2,X04|Y11,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X03-Y08,N012,22067.3,14484.3,X03|Y08,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X11-Y02,N013,37611.4,7740.6,X11|Y02,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X04-Y10,N015,23823.6,19434.3,X04|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X07-Y03,N016,33106.9,9659.7,X07|Y03,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X02-Y10,N014,19410.5,19408.2,X02|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X05-Y10,N017,28738.3,19447.4,X05|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X12-Y10,N028,37862.9,19630.2,X12|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X05-Y11,N035,28727.8,20662.0,X05|Y11,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X13-Y09,N031,42882.7,18454.7,X13|Y09,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X09-Y07,N033,36500.9,13382.3,X09|Y07,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X13-Y10,N039,42882.7,19643.3,X13|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X08-Y10,N040,33999.2,19604.1,X08|Y10,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X09-Y03,N042,36500.9,9625.7,X09|Y03,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X10-Y03,N043,36772.0,9707.4,X10|Y03,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X11-Y01,N044,37363.2,5554.1,X11|Y01,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
X10-Y02,N045,36772.0,7790.7,X10|Y02,PREDOC_GEOMETRICO,ND,40x40 solo per pilastri d'angolo (RIF),ND,ND,ND,VER_5_LEVELS,CATENE_VERTICALI_PILASTRI_v20 + MATRICE_PILASTRI_27x5_v22,Filo fisso geometrico della catena; non equivale ancora all'asse baricentrico della sezione
