node_id,level_id,node_role,support_id,source_node_id,beam_id,beam_end,face_ref,x_m,y_m,z_m,section_x_cm,section_y_cm,section_evidence_state,xy_input_provenance,z_input_provenance,topology_evidence_state,coordinate_derivation,coordinate_evidence_state,validation_state,note
M0G-C-G1-20,G1,SUPPORT_CORE,20,,,,,7.6318,9.8000,0.0000,50,40,DOC,MIS_AFFINE_WATCH,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-21,G1,SUPPORT_CORE,21,,,,,5.5500,15.2000,0.0000,40,50,DOC,SUPPORTED_REFERENCE_REBOUND,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-22,G1,SUPPORT_CORE,22,,,,,5.5500,18.1000,0.0000,50,40,DOC,SUPPORTED_REFERENCE_REBOUND,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-22PRIME,G1,SUPPORT_CORE,22',,,,,5.5500,19.2800,0.0000,50,40,DOC,SUPPORTED_REFERENCE_PLUS_MIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-23,G1,SUPPORT_CORE,23,,,,,5.2289,23.4000,0.0000,110,30,DOC,MIS_AFFINE_EXTENDED,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-24,G1,SUPPORT_CORE,24,,,,,5.0000,28.1000,0.0000,40,50,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-25,G1,SUPPORT_CORE,25,,,,,3.4500,8.9500,0.0000,50,40,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-26,G1,SUPPORT_CORE,26,,,,,3.4500,15.2000,0.0000,50,40,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-27,G1,SUPPORT_CORE,27,,,,,3.4500,19.2800,0.0000,50,40,DOC,SUPPORTED_MIS_SHARED_ROW,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-28,G1,SUPPORT_CORE,28,,,,,0.0000,8.9500,0.0000,50,40,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-29,G1,SUPPORT_CORE,29,,,,,0.0000,15.2000,0.0000,50,40,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-30,G1,SUPPORT_CORE,30,,,,,0.0000,19.7334,0.0000,30,110,DOC,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-31,G1,SUPPORT_CORE,31,,,,,-4.7000,8.9500,0.0000,50,40,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-32,G1,SUPPORT_CORE,32,,,,,-4.7000,15.2000,0.0000,40,50,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-33,G1,SUPPORT_CORE,33,,,,,-4.7000,20.1500,0.0000,40,50,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-a,G1,SUPPORT_CORE,a,,,,,3.4500,0.0000,0.0000,30,30,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-b,G1,SUPPORT_CORE,b,,,,,3.4500,4.7000,0.0000,30,30,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-c,G1,SUPPORT_CORE,c,,,,,0.0000,0.0000,0.0000,30,30,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G1-d,G1,SUPPORT_CORE,d,,,,,0.0000,4.7000,0.0000,30,30,DOC,DOC_METRIC_OR_AXIS,DOC,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,DOC,CURRENT_CORE_NODE,Core/column-axis role only; never substitutes beam-face nodes. Section source=PT_MASTER_CURRENT.
M0G-C-G2-1,G2,SUPPORT_CORE,1,,,,,18.0000,0.0000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-2,G2,SUPPORT_CORE,2,,,,,18.0000,4.7000,3.2000,45,40,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-3,G2,SUPPORT_CORE,3,,,,,18.0000,9.8000,3.2000,45,40,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-4,G2,SUPPORT_CORE,4,,,,,18.0000,13.9500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-5,G2,SUPPORT_CORE,5,,,,,16.1000,13.9500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-6,G2,SUPPORT_CORE,6,,,,,16.1000,18.1000,3.2000,45,40,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-7,G2,SUPPORT_CORE,7,,,,,16.1000,23.4000,3.2000,45,40,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-8,G2,SUPPORT_CORE,8,,,,,16.1000,28.1000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-9,G2,SUPPORT_CORE,9,,,,,12.4000,0.0000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-10,G2,SUPPORT_CORE,10,,,,,12.4000,4.7000,3.2000,50,35,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-11,G2,SUPPORT_CORE,11,,,,,12.4000,9.8000,3.2000,50,35,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-12,G2,SUPPORT_CORE,12,,,,,12.4000,13.0725,3.2000,35,50,DOC,MIS_AFFINE,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-13,G2,SUPPORT_CORE,13,,,,,11.4500,15.2000,3.2000,50,35,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-14,G2,SUPPORT_CORE,14,,,,,11.4500,18.1000,3.2000,50,35,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-15,G2,SUPPORT_CORE,15,,,,,11.4500,23.4000,3.2000,50,35,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-16,G2,SUPPORT_CORE,16,,,,,11.4500,28.1000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-17,G2,SUPPORT_CORE,17,,,,,6.9000,0.0000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-18,G2,SUPPORT_CORE,18,,,,,7.2240,4.7000,3.2000,30,110,DOC,MIS_AFFINE_EXTENDED,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-19,G2,SUPPORT_CORE,19,,,,,7.6318,8.9500,3.2000,40,45,DOC,MIS_AFFINE_WATCH,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-20,G2,SUPPORT_CORE,20,,,,,7.6318,9.8000,3.2000,45,40,DOC,MIS_AFFINE_WATCH,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-21,G2,SUPPORT_CORE,21,,,,,5.5500,15.2000,3.2000,35,50,DOC,SUPPORTED_REFERENCE_REBOUND,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-22,G2,SUPPORT_CORE,22,,,,,5.5500,18.1000,3.2000,35,50,DOC,SUPPORTED_REFERENCE_REBOUND,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-22PRIME,G2,SUPPORT_CORE,22',,,,,5.5500,19.2800,3.2000,45,40,DOC,SUPPORTED_REFERENCE_PLUS_MIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-23,G2,SUPPORT_CORE,23,,,,,5.2289,23.4000,3.2000,30,110,DOC,MIS_AFFINE_EXTENDED,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-24,G2,SUPPORT_CORE,24,,,,,5.0000,28.1000,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-25,G2,SUPPORT_CORE,25,,,,,3.4500,8.9500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-26,G2,SUPPORT_CORE,26,,,,,3.4500,15.2000,3.2000,35,50,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-27,G2,SUPPORT_CORE,27,,,,,3.4500,19.2800,3.2000,40,45,DOC,SUPPORTED_MIS_SHARED_ROW,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-28,G2,SUPPORT_CORE,28,,,,,0.0000,8.9500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-29,G2,SUPPORT_CORE,29,,,,,0.0000,15.2000,3.2000,35,50,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-30,G2,SUPPORT_CORE,30,,,,,0.0000,19.7334,3.2000,110,30,DOC,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-31,G2,SUPPORT_CORE,31,,,,,-4.7000,8.9500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-32,G2,SUPPORT_CORE,32,,,,,-4.7000,15.2000,3.2000,45,40,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
M0G-C-G2-33,G2,SUPPORT_CORE,33,,,,,-4.7000,20.1500,3.2000,40,45,DOC,DOC_METRIC_OR_AXIS,DOC+RIF,DOC,CURRENT_SUPPORT_CENTER_PLUS_REGISTERED_LEVEL_Z,MIS,CURRENT_WITH_XY_WATCH,Core/column-axis role only; never substitutes beam-face nodes. Section source=STOREY_SUPPORT_SECTIONS_G2_v1.csv.
