support_id,storey_id,source_sheet,section_x_cm,section_y_cm,section_cm,orientation_class,evidence_status,primary_source_id,primary_source_path,primary_source_blob_sha,primary_source_sha256,render_evidence,validation_state,note
19,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
20,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
21,G5,TAV-07A,30,40,30x40,X30_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 30x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
22,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
22',G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"Distinct 22-prime; V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
23,G5,TAV-07A,30,40,30x40,X30_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 30x40 group on TAV-07A; direct upper-order reduction retained; G5 presence independently confirmed by TAV-06S."
25,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
26,G5,TAV-07A,30,40,30x40,X30_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 30x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
27,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
28,G5,TAV-07A,40,40,40x40,X40_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 40x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
29,G5,TAV-07A,30,40,30x40,X30_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 30x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
30,G5,TAV-07A,30,40,30x40,X30_Y40,DOC,TAV-07A,archive/documentazione_originaria/tavola7.pdf,bf92501e723843fd912976b1b711285a61c548d3,38a0cce18dcda0b9a36d8473f0d428735c4b89934975d551d4bfffd24fe54a2,storey-source-renders-v1/TAV07A_300dpi.jpg,DIRECT_REGISTERED,"V ordine 30x40 group on TAV-07A; G5 presence independently confirmed by TAV-06S."
