object_id,u_px,v_px,m0g_x_m,m0g_y_m,coord_status,confidence,transform_ref,notes
P24,1990,7170,9.6419,-19.4517,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P25,1738,4112,8.1467,0.0379,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P26,1743,5104,8.1467,-6.2825,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P27,1748,5758,8.1575,-10.4494,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P28,1193,4117,4.7022,0.0197,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P29,1200,5107,4.7149,-6.2881,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P30,1204,5834,4.7170,-10.9201,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P31,449,4123,0.0000,-0.0000,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P32,453,5117,-0.0064,-6.3331,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
P33,461,5900,0.0192,-11.3220,MIS_CALIBRATED,HIGH,M0G-T05-V1,Coordinate da fili fissi TAV-05S; non equivalgono automaticamente all'asse baricentrico della sezione.
