support_id,storey_id,source_sheet,section_x_cm,section_y_cm,section_cm,orientation_class,evidence_status,primary_source_id,primary_source_path,primary_source_blob_sha,primary_source_sha256,render_evidence,validation_state,note
11,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
12,G3,TAV-04S,30,50,30x50,X30_Y50,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 50 vertical.
13,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
14,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
15,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
16,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
17,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
18,G3,TAV-04S,30,110,30x110,X30_Y110,MIS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,SUPPORTED,"Width 30 is written. Long side 110 is measured from the TAV-04S graphical footprint and calibrated against the same-sheet explicitly dimensioned extended support 23; retained MIS, not DOC."
19,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
20,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
21,G3,TAV-04S,30,50,30x50,X30_Y50,MIS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,SUPPORTED,"Width 30 is written. Vertical side 50 is measured from the TAV-04S graphical footprint and checked against the same-sheet explicitly dimensioned 30x50 support 22; retained MIS, not DOC."
22,G3,TAV-04S,30,50,30x50,X30_Y50,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 50 vertical.
22',G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Distinct 22-prime identity; written 40 horizontal and 40 vertical.
23,G3,TAV-04S,30,110,30x110,X30_Y110,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Extended support; written 30 horizontal and 110 vertical.
24,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
25,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
26,G3,TAV-04S,30,50,30x50,X30_Y50,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 50 vertical.
27,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
28,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
29,G3,TAV-04S,30,50,30x50,X30_Y50,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 50 vertical.
30,G3,TAV-04S,110,30,110x30,X110_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Extended support; written 110 horizontal and 30 vertical.
31,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
32,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
33,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
