beam_id,storey_id,source_sheet,from_support_id,to_support_id,direction_class,section_width_cm,section_depth_cm,section_cm,section_evidence_status,section_source_rule,topology_evidence_status,from_support_face,to_support_face,primary_source_id,primary_source_path,primary_source_blob_sha,primary_source_sha256,render_evidence,validation_state,note
G3-B014,G3,TAV-04S,9,10,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B015,G3,TAV-04S,10,11,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B016,G3,TAV-04S,11,12,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B017,G3,TAV-04S,13,14,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B018,G3,TAV-04S,14,15,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B019,G3,TAV-04S,15,16,Y,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B020,G3,TAV-04S,11,20,X,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B021,G3,TAV-04S,10,18,X_WITH_OFFSET,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B022,G3,TAV-04S,9,17,X,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B023,G3,TAV-04S,13,21,X,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B024,G3,TAV-04S,14,22,X,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B025,G3,TAV-04S,15,23,X_WITH_OFFSET,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B026,G3,TAV-04S,16,24,X_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B027,G3,TAV-04S,19,20,Y,25,70,25x70,DOC,CONTINUOUS_MEMBER_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Short support-to-support span on a continuous TAV-04S beam run; section carried only along the same directly traced member with no change symbol.
G3-B028,G3,TAV-04S,18,19,Y_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B029,G3,TAV-04S,17,18,Y_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B030,G3,TAV-04S,19,25,X,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B031,G3,TAV-04S,21,22,Y,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B032,G3,TAV-04S,22,22',Y,50,20,50x20,DOC,CONTINUOUS_MEMBER_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Short support-to-support span on a continuous TAV-04S beam run; section carried only along the same directly traced member with no change symbol.
G3-B033,G3,TAV-04S,22',23,Y_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B034,G3,TAV-04S,23,24,Y_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B035,G3,TAV-04S,21,26,X,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B036,G3,TAV-04S,22',27,X,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B037,G3,TAV-04S,25,26,Y,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B038,G3,TAV-04S,26,27,Y,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B039,G3,TAV-04S,25,28,X,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B040,G3,TAV-04S,26,29,X,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B041,G3,TAV-04S,27,30,X_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B042,G3,TAV-04S,28,29,Y,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B043,G3,TAV-04S,29,30,Y_WITH_OFFSET,50,20,50x20,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B044,G3,TAV-04S,28,31,X,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B045,G3,TAV-04S,29,32,X,140,20,140x20,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B046,G3,TAV-04S,30,33,X_WITH_OFFSET,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,X_NEG,X_POS,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
G3-B047,G3,TAV-04S,31,32,Y,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
G3-B048,G3,TAV-04S,32,33,Y,25,70,25x70,DOC,DIRECT_SPAN_CALLOUT,DOC,Y_POS,Y_NEG,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,storey-source-renders-v1/TAV04S_300dpi.jpg,DIRECT_REGISTERED,
