segment_id,support_id,from_level,to_level,x_global_m,y_global_m,z_from_m,z_to_m,height_m,from_section_cm,to_section_cm,from_section_evidence,to_section_evidence,section_transition_class,xy_provenance,z_provenance,continuity_evidence,from_section_source,to_section_source,validation_state,note
COL-011,11,G1,G2,12.4000,9.8000,0.00,3.20,3.20,50x40,50x35,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-012,12,G1,G2,12.4000,13.0725,0.00,3.20,3.20,40x50,35x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-013,13,G1,G2,11.4500,15.2000,0.00,3.20,3.20,50x40,50x35,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-014,14,G1,G2,11.4500,18.1000,0.00,3.20,3.20,50x40,50x35,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-015,15,G1,G2,11.4500,23.4000,0.00,3.20,3.20,50x40,50x35,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-016,16,G1,G2,11.4500,28.1000,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-017,17,G1,G2,6.9000,0.0000,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-018,18,G1,G2,7.2240,4.7000,0.00,3.20,3.20,110x30,30x110,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-019,19,G1,G2,7.6318,8.9500,0.00,3.20,3.20,40x50,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-020,20,G1,G2,7.6318,9.8000,0.00,3.20,3.20,50x40,45x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-021,21,G1,G2,5.5500,15.2000,0.00,3.20,3.20,40x50,35x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-022,22,G1,G2,5.5500,18.1000,0.00,3.20,3.20,50x40,35x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-023,22',G1,G2,5.5500,19.2800,0.00,3.20,3.20,50x40,45x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_PLUS_MIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-024,23,G1,G2,5.2289,23.4000,0.00,3.20,3.20,30x110,30x110,DOC,DOC,UNCHANGED,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-025,24,G1,G2,5.0000,28.1000,0.00,3.20,3.20,40x50,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-026,25,G1,G2,3.4500,8.9500,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-027,26,G1,G2,3.4500,15.2000,0.00,3.20,3.20,50x40,35x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-028,27,G1,G2,3.4500,19.2800,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_MIS_SHARED_ROW,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-029,28,G1,G2,0.0000,8.9500,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-030,29,G1,G2,0.0000,15.2000,0.00,3.20,3.20,50x40,35x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-031,30,G1,G2,0.0000,19.7334,0.00,3.20,3.20,30x110,110x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-032,31,G1,G2,-4.7000,8.9500,0.00,3.20,3.20,50x40,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-033,32,G1,G2,-4.7000,15.2000,0.00,3.20,3.20,40x50,45x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-034,33,G1,G2,-4.7000,20.1500,0.00,3.20,3.20,40x50,40x45,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-02S_HIRES,TAV-03S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-035,1,G2,G3,18.0000,0.0000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-036,2,G2,G3,18.0000,4.7000,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-037,3,G2,G3,18.0000,9.8000,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-038,4,G2,G3,18.0000,13.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-039,5,G2,G3,16.1000,13.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-040,6,G2,G3,16.1000,18.1000,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-041,7,G2,G3,16.1000,23.4000,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-042,8,G2,G3,16.1000,28.1000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-043,9,G2,G3,12.4000,0.0000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-044,10,G2,G3,12.4000,4.7000,3.20,6.40,3.20,50x35,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-045,11,G2,G3,12.4000,9.8000,3.20,6.40,3.20,50x35,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-046,12,G2,G3,12.4000,13.0725,3.20,6.40,3.20,35x50,30x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-047,13,G2,G3,11.4500,15.2000,3.20,6.40,3.20,50x35,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-048,14,G2,G3,11.4500,18.1000,3.20,6.40,3.20,50x35,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-049,15,G2,G3,11.4500,23.4000,3.20,6.40,3.20,50x35,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-050,16,G2,G3,11.4500,28.1000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-051,17,G2,G3,6.9000,0.0000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-052,18,G2,G3,7.2240,4.7000,3.20,6.40,3.20,30x110,30x110,DOC,MIS,UNCHANGED,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT_WITH_SECTION_WATCH,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-053,19,G2,G3,7.6318,8.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-054,20,G2,G3,7.6318,9.8000,3.20,6.40,3.20,45x40,50x30,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,MIS_AFFINE_WATCH,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-055,21,G2,G3,5.5500,15.2000,3.20,6.40,3.20,35x50,30x50,DOC,MIS,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT_WITH_SECTION_WATCH,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-056,22,G2,G3,5.5500,18.1000,3.20,6.40,3.20,35x50,30x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_REBOUND,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-057,22',G2,G3,5.5500,19.2800,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_REFERENCE_PLUS_MIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-058,23,G2,G3,5.2289,23.4000,3.20,6.40,3.20,30x110,30x110,DOC,DOC,UNCHANGED,MIS_AFFINE_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-059,24,G2,G3,5.0000,28.1000,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-060,25,G2,G3,3.4500,8.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-061,26,G2,G3,3.4500,15.2000,3.20,6.40,3.20,35x50,30x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-062,27,G2,G3,3.4500,19.2800,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,SUPPORTED_MIS_SHARED_ROW,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-063,28,G2,G3,0.0000,8.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-064,29,G2,G3,0.0000,15.2000,3.20,6.40,3.20,35x50,30x50,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-065,30,G2,G3,0.0000,19.7334,3.20,6.40,3.20,110x30,110x30,DOC,DOC,UNCHANGED,SUPPORTED_REFERENCE_PLUS_MIS_EXTENDED,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-066,31,G2,G3,-4.7000,8.9500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-067,32,G2,G3,-4.7000,15.2000,3.20,6.40,3.20,45x40,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-068,33,G2,G3,-4.7000,20.1500,3.20,6.40,3.20,40x45,40x40,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-03S,TAV-04S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-069,1,G3,G4,18.0000,0.0000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-070,2,G3,G4,18.0000,4.7000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-071,3,G3,G4,18.0000,9.8000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-072,4,G3,G4,18.0000,13.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-073,5,G3,G4,16.1000,13.9500,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-074,6,G3,G4,16.1000,18.1000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
COL-075,7,G3,G4,16.1000,23.4000,6.40,9.60,3.20,40x40,40x40,DOC,DOC,UNCHANGED,DOC_METRIC_OR_AXIS,STOREY_LEVELS_CURRENT_v1,DOC_CONTINUITY_G1_G4,TAV-04S,TAV-05S,CURRENT,Endpoint sections retained separately; no interpolation or cross-storey section copy.
