source_column_id,preview_u_px,preview_v_px,native_u_px,native_v_px,section_cm,orientation,center_status,transform_status,evidence_state,source_basis,notes
14,866.5,400.0,5666.4,1630.6,50x40,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
15,1075.0,399.0,6500.7,1626.9,50x40,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
16,1261.0,400.0,7244.7,1631.0,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
17,155.0,576.0,2820.4,2333.9,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
18,340.0,562.0,3560.6,2277.9,30x110,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
19,500.0,547.5,4200.3,2219.8,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
20,538.5,544.0,4354.3,2205.9,50x40,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
21,753.0,627.0,5211.7,2538.2,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
22,866.5,627.0,5665.6,2538.4,50x40,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
23,1072.5,643.5,6489.4,2604.7,30x110,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
24,1261.5,654.0,7244.7,2646.8,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
25,497.0,708.0,4188.3,2862.2,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
26,749.0,708.0,5195.8,2862.5,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
27,911.5,709.5,5845.3,2868.6,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
28,497.5,846.0,4189.8,3414.4,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
29,749.5,846.5,5197.2,3416.6,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
30,938.5,845.5,5952.8,3412.9,110x30,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
31,502.0,1032.0,4209.3,4160.6,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
32,750.5,1034.0,5204.0,4169.0,50x40,LONG_X,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
33,946.0,1031.0,5986.8,4157.3,40x50,LONG_Y,MIS_RASTER_REVIEW,REGISTERED_HIGH,DOC_NATIVE+MIS,"TAV-02S native HiRes + preview-to-native homography","Center from numbered footprint; no P-ID assigned."
GATE,NA,NA,NA,NA,NA,NA,33_OF_33_CENTERED,REGISTERED_HIGH,RULE_CLOSED,"TAV-02S native HiRes","All 33 source-column centers are represented in native raster coordinates; metric M0/P-ID mapping remains a separate gate."
